Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
JVA,Common Stock,Coffee Holding Co Inc,"Coffee Holding Co., Inc. manufactures, roasts, packs, markets and distributes roast and blended coffees in the United States, Australia, Canada, England and China. The company is headquartered in Staten Island, New York.",1007019,NASDAQ,USD,USA,MANUFACTURING,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,"3475 VICTORY BLVD, STATEN ISLAND, NY, US",https://coffeeholding.com,October,2025-01-31,18267500,4553100,6.04,0,4.788,None,None,0.53,14.07,0.0376,0.0747,0.0644,0.117,80327000,18293400,0.53,2.285,0.09,7,-,-,-,-,-,6.04,-,0.227,0.668,0.264,3.984,1.326,9.93,1.23,5.09,3.534,5708600,2022-02-21,2022-02-09
