cotacao_id,tempo_id,empresa_id,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,volume
2575,20150116,1,4.95,5.06,4.94,5.06,42550
2576,20150115,1,5.02,5.05,4.91,4.91,56606
2577,20150114,1,4.96,5.05,4.94,4.96,22802
2578,20150113,1,4.9,5.0,4.9,4.97,49237
2579,20150112,1,4.87,4.97,4.82,4.9,30210
2580,20150109,1,4.92,5.03,4.85,4.86,73602
2581,20150108,1,4.9,5.0,4.82,4.93,48025
2582,20150107,1,4.98,4.98,4.79,4.885,77356
2583,20150106,1,5.06,5.24,4.85,4.97,127800
2584,20150105,1,5.2,5.2,5.05,5.16,52373
2585,20150102,1,5.11,5.2,5.025,5.19,42521
2586,20141231,1,5.2,5.2996,5.09,5.13,77629
2587,20141230,1,5.27,5.36,5.22,5.22,39325
2588,20141229,1,5.25,5.4,5.25,5.32,67577
2589,20141226,1,5.19,5.34,5.19,5.25,32786
2590,20141224,1,5.19,5.23,5.15,5.21,16512
2591,20141223,1,5.2,5.25,5.15,5.15,50290
2592,20141222,1,5.25,5.44,5.2,5.26,52893
2593,20141219,1,5.33,5.39,5.245,5.3,39627
2594,20141218,1,5.17,5.31,5.121,5.3,48758
2595,20141217,1,5.05,5.33,5.05,5.18,81543
2596,20141216,1,5.22,5.36,5.215,5.26,34190
2597,20141215,1,5.36,5.38,5.2,5.28,38132
2598,20141212,1,5.32,5.405,5.32,5.39,13229
2599,20141211,1,5.38,5.45,5.31,5.41,22800
2600,20141210,1,5.25,5.415,5.092,5.34,37242
2601,20141209,1,5.21,5.48,4.5,5.26,98597
2602,20141208,1,5.41,5.63,5.3,5.36,42914
2603,20141205,1,5.57,5.6358,5.37,5.47,33362
2604,20141204,1,5.4,5.59,5.4,5.56,26584
2605,20141203,1,5.39,5.4899,5.38,5.42,31343
2606,20141202,1,5.34,5.48,5.301,5.43,21801
2607,20141201,1,5.6,5.84,5.3001,5.35,81421
2608,20141128,1,5.67,5.85,5.522,5.7,19603
2609,20141126,1,5.7,5.75,5.6,5.7,31852
2610,20141125,1,5.64,5.69,5.58,5.67,31551
2611,20141124,1,5.52,5.64,5.46,5.605,42160
2612,20141121,1,5.52,5.54,5.41,5.46,23306
2613,20141120,1,5.53,5.55,5.46,5.5,13502
2614,20141119,1,5.56,5.57,5.47,5.53,16105
2615,20141118,1,5.5371,5.57,5.4901,5.54,30750
2616,20141117,1,5.54,5.5599,5.5,5.55,17745
2617,20141114,1,5.4,5.5799,5.38,5.52,31940
2618,20141113,1,5.46,5.7,5.39,5.43,41175
2619,20141112,1,5.56,5.612,5.45,5.485,58118
2620,20141111,1,5.62,5.73,5.54,5.58,46337
2621,20141110,1,5.69,5.7307,5.61,5.62,15116
2622,20141107,1,5.71,5.78,5.66,5.68,28996
2623,20141106,1,5.78,5.78,5.72,5.74,11007
2624,20141105,1,5.78,5.84,5.75,5.78,14568
2625,20141104,1,5.71,5.78,5.635,5.78,8869
2626,20141103,1,5.64,5.78,5.64,5.73,21159
2627,20141031,1,5.75,5.77,5.66,5.72,15095
2628,20141030,1,5.68,5.71,5.621,5.71,16246
2629,20141029,1,5.58,5.7,5.58,5.67,15637
2630,20141028,1,5.55,5.694,5.55,5.58,10949
2631,20141027,1,5.56,5.613,5.52,5.53,6200
2632,20141024,1,5.75,5.75,5.55,5.58,26073
2633,20141023,1,5.73,5.73,5.6701,5.71,34918
2634,20141022,1,5.74,5.84,5.64,5.73,22600
2635,20141021,1,5.64,5.8196,5.64,5.74,14248
2636,20141020,1,5.7,5.82,5.6,5.65,31998
2637,20141017,1,5.98,6.0,5.6,5.71,61193
2638,20141016,1,5.44,5.95,5.4,5.9,160533
2639,20141015,1,5.31,5.56,5.27,5.45,55869
2640,20141014,1,5.6,5.6001,5.33,5.37,53076
2641,20141013,1,5.43,5.55,5.36,5.48,35904
2642,20141010,1,5.45,5.71,5.35,5.4,68114
2643,20141009,1,5.67,5.874,5.42,5.51,130582
2644,20141008,1,5.39,5.71,5.2901,5.66,45464
2645,20141007,1,5.76,5.86,5.5,5.57,82201
2646,20141006,1,5.6,5.999,5.6,5.77,199114
2647,20141003,1,5.72,5.72,5.43,5.55,58348
2648,20141002,1,5.27,5.69,5.26,5.6368,94099
2649,20141001,1,5.52,5.52,5.26,5.27,57002
2650,20140930,1,5.61,5.7099,5.48,5.49,19879
2651,20140929,1,5.62,5.62,5.5,5.58,25077
2652,20140926,1,5.56,5.73,5.55,5.65,68833
2653,20140925,1,5.34,5.626,5.34,5.59,57300
2654,20140924,1,5.56,5.62,5.4,5.43,70016
2655,20140923,1,5.7,5.71,5.5432,5.56,44200
2656,20140922,1,5.84,5.85,5.65,5.7,77700
2657,20140919,1,5.92,5.98,5.84,5.84,45400
2658,20140918,1,6.0,6.0,5.8,5.979,70000
2659,20140917,1,5.89,6.0,5.72,5.9682,72300
2660,20140916,1,5.79,5.97,5.79,5.89,90900
2661,20140915,1,6.02,6.13,5.61,5.84,223600
2662,20140912,1,5.96,6.18,5.95,6.09,73900
2663,20140911,1,6.25,6.325,6.0,6.03,195200
2664,20140910,1,6.9,6.99,6.14,6.2,420800
2665,20140909,1,7.23,7.4,6.88,7.22,115800
2666,20140908,1,7.21,7.349,7.141,7.21,37500
2667,20140905,1,7.17,7.3,7.01,7.2,91700
2668,20140904,1,7.16,7.33,7.101,7.12,36200
2669,20140903,1,7.34,7.35,7.15,7.2,51700
2670,20140902,1,6.88,7.36,6.88,7.28,166600
2671,20140829,1,6.85,6.93,6.83,6.88,36800
2672,20140828,1,6.82,6.9199,6.61,6.87,46200
2673,20140827,1,6.85,6.9,6.72,6.87,43600
2674,20140826,1,6.93,6.93,6.74,6.78,53600
2675,20140825,1,7.0,7.0,6.63,6.85,64200
2676,20140822,1,6.4166,6.89,6.4,6.8,97800
2677,20140821,1,6.45,6.4899,6.38,6.4,10400
2678,20140820,1,6.36,6.4897,6.36,6.39,13300
2679,20140819,1,6.53,6.53,6.429,6.46,32700
2680,20140818,1,6.32,6.5599,6.32,6.49,39600
2681,20140815,1,6.1999,6.4,6.1,6.29,80600
2682,20140814,1,6.07,6.2,6.01,6.15,55100
2683,20140813,1,6.15,6.2,6.03,6.09,43000
2684,20140812,1,6.22,6.4,6.08,6.18,37300
2685,20140811,1,6.0,6.3,6.0,6.27,27800
2686,20140808,1,6.03,6.03,5.9,6.0,29500
2687,20140807,1,5.99,6.08,5.9,6.02,43100
2688,20140806,1,5.96,6.16,5.86,6.07,45900
2689,20140805,1,6.16,6.16,5.82,5.9358,90700
2690,20140804,1,6.22,6.25,6.15,6.19,17600
2691,20140801,1,6.2,6.27,6.2,6.2286,34000
2692,20140731,1,6.29,6.32,6.15,6.25,18900
2693,20140730,1,6.39,6.39,6.23,6.33,49800
2694,20140729,1,6.23,6.33,6.19,6.3,26400
2695,20140728,1,6.22,6.24,6.1305,6.19,25900
2696,20140725,1,6.33,6.35,6.2,6.23,64100
2697,20140724,1,6.3,6.4,6.2,6.315,48300
2698,20140723,1,6.26,6.39,6.2,6.25,24000
2699,20140722,1,6.29,6.36,6.18,6.265,66100
2700,20140721,1,6.37,6.48,6.0856,6.25,42200
2701,20140718,1,6.17,6.4299,6.17,6.4,73500
2702,20140717,1,6.6,6.66,5.87,6.17,368400
2703,20140716,1,6.75,6.81,6.61,6.65,44000
2704,20140715,1,6.66,6.82,6.66,6.71,45000
2705,20140714,1,6.71,6.84,6.6,6.67,66200
2706,20140711,1,6.79,6.86,6.611,6.69,78000
2707,20140710,1,6.74,6.9,6.68,6.74,54500
2708,20140709,1,6.73,6.93,6.7,6.8,59900
2709,20140708,1,6.9,6.9,6.68,6.75,72400
2710,20140707,1,7.0,7.0,6.78,6.87,67600
2711,20140703,1,6.96,7.0,6.88,7.0,81600
2712,20140702,1,7.03,7.07,6.9,6.99,31400
2713,20140701,1,7.1,7.13,6.93,6.99,46500
2714,20140630,1,7.01,7.3,7.0,7.06,58000
2715,20140627,1,6.96,7.0,6.87,7.0,21300
2716,20140626,1,6.96,6.98,6.8301,6.96,26300
2717,20140625,1,6.92,7.0,6.8,6.9,43300
2718,20140624,1,6.96,7.03,6.8501,6.89,33100
2719,20140623,1,7.03,7.05,6.881,6.96,27900
2720,20140620,1,6.89,7.0999,6.85,7.05,72000
2721,20140619,1,6.9,6.99,6.77,6.89,85600
2722,20140618,1,6.98,6.99,6.87,6.93,62400
2723,20140617,1,6.88,7.02,6.69,6.97,131600
2724,20140616,1,7.05,7.11,6.55,6.92,150400
2725,20140613,1,7.2,7.2,7.0,7.1,64600
2726,20140612,1,7.16,7.31,7.1201,7.24,47100
2727,20140611,1,7.25,7.25,7.111,7.24,61300
2728,20140610,1,7.9,7.95,7.0796,7.31,534300
2729,20140609,1,7.94,8.0,7.72,7.79,64600
2730,20140606,1,7.671,7.93,7.66,7.9,64400
2731,20140605,1,7.88,7.92,7.61,7.66,62300
2732,20140604,1,7.5,7.87,7.5,7.83,90400
2733,20140603,1,7.5,7.59,7.321,7.54,75700
2734,20140602,1,7.56,7.78,7.45,7.62,49100
2735,20140530,1,7.7,7.7,7.53,7.58,65300
2736,20140529,1,7.85,7.98,7.51,7.63,105900
2737,20140528,1,7.95,7.95,7.71,7.8,40800
2738,20140527,1,7.81,8.19,7.76,7.91,209200
2739,20140523,1,7.65,7.99,7.59,7.88,160200
2740,20140522,1,7.26,7.6497,7.2,7.6,152500
2741,20140521,1,7.22,7.38,7.15,7.3,65700
2742,20140520,1,7.21,7.3388,7.02,7.25,52300
2743,20140519,1,7.25,7.36,7.12,7.2,75800
2744,20140516,1,7.12,7.25,7.0201,7.21,57600
2745,20140515,1,7.08,7.23,6.86,7.15,64400
2746,20140514,1,7.25,7.25,7.02,7.1,76700
2747,20140513,1,6.95,7.2499,6.95,7.23,95200
2748,20140512,1,6.9,7.15,6.85,6.92,136700
2749,20140509,1,7.17,7.28,6.86,6.9,279600
2750,20140508,1,7.39,7.409,7.15,7.25,79000
2751,20140507,1,7.49,7.62,7.25,7.36,69400
2752,20140506,1,7.44,7.61,7.35,7.43,72200
2753,20140505,1,7.41,7.6,7.343,7.49,81300
2754,20140502,1,7.28,7.62,7.28,7.44,182300
2755,20140501,1,7.13,7.339,7.06,7.3,63100
2756,20140430,1,7.22,7.259,7.05,7.16,86500
2757,20140429,1,7.22,7.4,7.1501,7.28,119800
2758,20140428,1,7.29,7.4,7.06,7.19,78400
2759,20140425,1,7.4,7.4287,7.14,7.29,94900
2760,20140424,1,7.55,7.64,7.3,7.43,104600
2761,20140423,1,7.31,7.66,7.15,7.535,243600
2762,20140422,1,7.05,7.3595,7.05,7.29,212000
2763,20140421,1,6.89,7.1,6.8501,6.96,102000
2764,20140417,1,6.9,7.03,6.68,6.93,148500
2765,20140416,1,6.91,6.9999,6.64,6.9,261000
2766,20140415,1,7.31,7.46,6.72,6.86,531700
2767,20140414,1,7.6,7.81,7.26,7.32,293000
2768,20140411,1,7.72,7.83,7.55,7.64,146400
2769,20140410,1,8.15,8.2039,7.65,7.79,305200
2770,20140409,1,8.39,8.39,7.93,8.12,348500
2771,20140408,1,7.5,8.35,7.5,8.24,512100
2772,20140407,1,7.57,7.77,7.36,7.52,118700
2773,20140404,1,7.75,7.75,7.35,7.56,163900
2774,20140403,1,7.51,7.7399,7.48,7.655,67400
2775,20140402,1,7.48,7.6976,7.45,7.57,58000
2776,20140401,1,7.63,7.789,7.52,7.56,78600
2777,20140331,1,7.6,7.68,7.4001,7.62,123400
2778,20140328,1,7.46,7.7,7.4118,7.63,98400
2779,20140327,1,7.29,7.55,7.259,7.49,164000
2780,20140326,1,7.49,7.699,7.31,7.35,175100
2781,20140325,1,7.8,7.929,7.5,7.54,222900
2782,20140324,1,8.03,8.03,7.68,7.82,260000
2783,20140321,1,8.4,8.43,7.862,8.03,280200
2784,20140320,1,8.07,8.45,8.06,8.37,268400
2785,20140319,1,8.33,8.5,7.951,8.04,412800
2786,20140318,1,7.79,8.58,7.75,8.43,976800
2787,20140317,1,8.07,8.1,7.62,7.83,609100
2788,20140314,1,7.15,8.2,7.1101,7.99,2897600
2789,20140313,1,6.84,6.8497,6.65,6.66,95200
2790,20140312,1,6.61,6.9,6.49,6.75,187900
2791,20140311,1,6.74,6.74,6.4001,6.57,90300
2792,20140310,1,6.35,6.83,6.29,6.63,250400
2793,20140307,1,6.29,6.4,6.27,6.3,56700
2794,20140306,1,6.39,6.5,6.21,6.31,183900
2795,20140305,1,6.25,6.4,6.16,6.34,120500
2796,20140304,1,6.25,6.49,6.16,6.21,171700
2797,20140303,1,6.1,6.37,6.01,6.27,154600
2798,20140228,1,6.25,6.34,6.13,6.13,58100
2799,20140227,1,6.25,6.35,6.12,6.235,46600
2800,20140226,1,6.34,6.53,6.05,6.2,127200
2801,20140225,1,6.5,6.5,6.27,6.32,109900
2802,20140224,1,6.24,6.505,6.24,6.47,184400
2803,20140221,1,6.34,6.35,6.12,6.26,77800
2804,20140220,1,6.4,6.4297,6.2,6.28,72100
2805,20140219,1,6.2,6.43,6.07,6.36,291900
2806,20140218,1,6.05,6.37,6.05,6.2,214800
2807,20140214,1,6.08,6.09,5.86,6.03,66700
2808,20140213,1,5.88,6.219,5.835,6.03,197700
2809,20140212,1,5.96,5.97,5.78,5.88,49100
2810,20140211,1,5.65,5.98,5.65,5.94,93700
2811,20140210,1,5.74,5.838,5.6,5.62,89800
2812,20140207,1,5.82,5.89,5.51,5.74,141200
2813,20140206,1,6.27,6.44,5.76,5.83,445000
2814,20140205,1,5.47,5.969,5.42,5.92,296500
2815,20140204,1,5.04,5.5,5.01,5.45,169300
2816,20140203,1,4.96,5.11,4.96,5.06,85500
2817,20140131,1,4.88,5.1,4.88,5.09,46500
2818,20140130,1,5.0,5.0,4.85,4.95,51800
2819,20140129,1,4.82,5.0,4.82,4.96,44600
2820,20140128,1,4.95,5.0,4.8201,4.84,82500
2821,20140127,1,5.07,5.0701,4.95,4.97,36100
2822,20140124,1,5.27,5.27,4.9301,5.05,119000
2823,20140123,1,5.35,5.35,5.25,5.28,26700
2824,20140122,1,5.35,5.36,5.3,5.35,25000
2825,20140121,1,5.32,5.36,5.2403,5.315,46800
2826,20140117,1,5.19,5.46,5.16,5.28,118300
2827,20140116,1,5.19,5.195,5.0761,5.195,31700
2828,20140115,1,5.17,5.17,5.05,5.15,30800
2829,20140114,1,5.2,5.2,5.1,5.13,28800
2830,20140113,1,5.11,5.19,5.06,5.17,42300
2831,20140110,1,5.13,5.13,5.0,5.09,44000
2832,20140109,1,5.07,5.2,4.95,5.102,44900
2833,20140108,1,5.26,5.2699,4.95,5.01,100400
2834,20140107,1,5.29,5.57,5.0,5.1,170100
2835,20140106,1,5.13,5.3,5.1,5.22,47900
2836,20140103,1,5.31,5.32,5.06,5.1,48500
2837,20140102,1,5.12,5.3,5.1,5.29,72000
2838,20131231,1,5.18,5.229,5.0704,5.09,153600
2839,20131230,1,5.31,5.41,5.21,5.21,113700
2840,20131227,1,5.29,5.32,5.18,5.27,54300
2841,20131226,1,5.23,5.26,5.0501,5.26,41700
2842,20131224,1,5.16,5.32,5.08,5.21,36600
2843,20131223,1,4.98,5.25,4.91,5.2,76200
2844,20131220,1,5.0,5.12,5.0,5.01,65200
2845,20131219,1,5.21,5.25,5.01,5.03,36800
2846,20131218,1,5.25,5.26,5.2,5.23,50600
2847,20131217,1,5.07,5.25,4.98,5.2,107800
2848,20131216,1,4.91,5.1,4.91,5.04,110000
2849,20131213,1,4.79,5.0,4.78,4.93,128700
2850,20131212,1,4.56,4.84,4.5,4.79,153300
2851,20131211,1,4.68,4.69,4.5,4.51,126000
2852,20131210,1,4.85,4.888,4.66,4.67,78500
2853,20131209,1,4.95,4.98,4.85,4.85,42200
2854,20131206,1,4.99,5.0,4.9024,4.91,39700
2855,20131205,1,4.96,5.0,4.92,4.92,30800
2856,20131204,1,4.99,5.0,4.94,4.955,23300
2857,20131203,1,4.97,5.0,4.94,4.965,41700
2858,20131202,1,5.0,5.0,4.9,4.96,55200
2859,20131129,1,4.94,5.0,4.9,4.97,19800
2860,20131127,1,4.87,5.0,4.8624,4.935,39000
2861,20131126,1,4.98,5.0,4.85,4.8696,103400
2862,20131125,1,5.11,5.19,4.91,4.98,91500
2863,20131122,1,5.15,5.2,5.11,5.11,49900
2864,20131121,1,5.12,5.2,5.11,5.11,46100
2865,20131120,1,5.1,5.18,5.08,5.08,29700
2866,20131119,1,5.12,5.2,5.08,5.08,93600
2867,20131118,1,5.19,5.2,5.08,5.085,57900
2868,20131115,1,5.12,5.1992,5.111,5.1695,18300
2869,20131114,1,5.1,5.199,5.07,5.07,32100
2870,20131113,1,5.07,5.13,5.0508,5.13,27600
2871,20131112,1,5.09,5.15,5.07,5.09,44300
2872,20131111,1,5.16,5.2,5.05,5.1,20600
2873,20131108,1,5.04,5.22,5.03,5.13,32100
2874,20131107,1,5.21,5.23,5.07,5.07,35800
2875,20131106,1,5.25,5.25,5.16,5.19,33200
2876,20131105,1,5.05,5.24,5.03,5.21,70200
2877,20131104,1,5.19,5.19,5.03,5.04,86000
2878,20131101,1,5.37,5.37,5.15,5.19,110300
2879,20131031,1,5.39,5.49,5.32,5.34,49400
2880,20131030,1,5.48,5.52,5.32,5.38,38000
2881,20131029,1,5.49,5.56,5.45,5.45,37800
2882,20131028,1,5.49,5.5,5.45,5.46,35600
2883,20131025,1,5.56,5.58,5.48,5.49,64000
2884,20131024,1,5.64,5.64,5.542,5.57,23600
2885,20131023,1,5.54,5.68,5.54,5.62,31400
2886,20131022,1,5.73,5.73,5.55,5.56,82400
2887,20131021,1,5.69,5.78,5.65,5.73,39500
2888,20131018,1,5.7699,5.79,5.66,5.69,41300
2889,20131017,1,5.65,5.75,5.65,5.71,38500
2890,20131016,1,5.68,5.7,5.59,5.63,54900
2891,20131015,1,5.71,5.8413,5.62,5.68,41500
2892,20131014,1,5.55,5.75,5.55,5.68,62900
2893,20131011,1,5.43,5.59,5.41,5.58,38300
2894,20131010,1,5.43,5.54,5.41,5.43,47900
2895,20131009,1,5.52,5.56,5.4,5.41,53500
2896,20131008,1,5.82,5.88,5.5,5.54,106000
2897,20131007,1,5.75,5.9,5.75,5.86,29600
2898,20131004,1,5.82,5.93,5.8,5.84,34000
2899,20131003,1,5.9,5.96,5.85,5.85,37700
2900,20131002,1,5.82,5.92,5.82,5.87,36000
2901,20131001,1,5.8,5.94,5.8,5.81,40000
2902,20130930,1,5.85,5.97,5.84,5.84,46700
2903,20130927,1,5.81,5.909,5.8,5.87,68500
2904,20130926,1,5.98,5.98,5.85,5.85,35100
2905,20130925,1,6.0,6.0,5.8894,5.93,54000
2906,20130924,1,5.93,6.0,5.89,5.99,60600
2907,20130923,1,5.81,5.98,5.81,5.88,104800
2908,20130920,1,6.0,6.05,5.81,5.82,85200
2909,20130919,1,6.0574,6.07,6.01,6.02,57000
2910,20130918,1,6.0,6.07,6.0,6.05,38800
2911,20130917,1,5.98,6.0899,5.98,6.01,77700
2912,20130916,1,6.1021,6.21,5.95,5.96,72100
2913,20130913,1,6.12,6.17,6.07,6.095,24900
2914,20130912,1,6.18,6.23,6.1432,6.16,46600
2915,20130911,1,6.34,6.34,6.071,6.11,124300
2916,20130910,1,6.4,6.45,6.34,6.36,38800
2917,20130909,1,6.18,6.53,6.18,6.36,94000
2918,20130906,1,6.1,6.25,6.1,6.16,36800
2919,20130905,1,6.05,6.17,6.05,6.1,25700
2920,20130904,1,6.07,6.18,6.05,6.06,28400
2921,20130903,1,6.2,6.2,6.06,6.07,46500
2922,20130830,1,6.18,6.22,6.13,6.14,20300
2923,20130829,1,6.05,6.19,6.05,6.17,71300
2924,20130828,1,6.09,6.1398,6.05,6.05,57900
2925,20130827,1,6.25,6.33,6.05,6.08,73600
2926,20130826,1,6.29,6.4291,6.2501,6.29,69300
2927,20130823,1,6.32,6.36,6.29,6.29,32400
2928,20130822,1,6.34,6.39,6.25,6.32,17000
2929,20130821,1,6.4,6.46,6.32,6.32,40300
2930,20130820,1,6.31,6.5,6.31,6.39,46100
2931,20130819,1,6.48,6.48,6.311,6.35,44500
2932,20130816,1,6.42,6.5,6.37,6.4545,24100
2933,20130815,1,6.5699,6.5699,6.41,6.44,45100
2934,20130814,1,6.62,6.62,6.5,6.54,25800
2935,20130813,1,6.61,6.63,6.4,6.59,64900
2936,20130812,1,6.44,6.58,6.44,6.58,21700
2937,20130809,1,6.43,6.55,6.43,6.45,31400
2938,20130808,1,6.41,6.45,6.2201,6.43,53100
2939,20130807,1,6.55,6.6,6.34,6.4,45900
2940,20130806,1,6.5,6.6,6.45,6.52,38300
2941,20130805,1,6.75,6.75,6.55,6.57,67700
2942,20130802,1,6.75,6.7899,6.7,6.7,49000
2943,20130801,1,6.83,6.8699,6.65,6.69,71100
2944,20130731,1,6.9,6.9,6.76,6.82,44200
2945,20130730,1,6.81,6.9,6.725,6.84,53700
2946,20130729,1,6.76,6.8,6.71,6.78,27600
2947,20130726,1,6.8,6.85,6.6832,6.8,16600
2948,20130725,1,6.7,6.86,6.7,6.8,33400
2949,20130724,1,6.9,6.96,6.7,6.75,73300
2950,20130723,1,6.77,6.9,6.6784,6.88,80000
2951,20130722,1,6.66,6.86,6.66,6.8,86300
2952,20130719,1,6.33,6.7,6.33,6.61,195000
2953,20130718,1,6.28,6.32,6.26,6.31,62400
2954,20130717,1,6.27,6.3,6.13,6.275,32100
2955,20130716,1,6.25,6.26,6.14,6.22,42200
2956,20130715,1,6.12,6.248,6.12,6.21,24200
2957,20130712,1,6.131,6.1999,6.11,6.12,23500
2958,20130711,1,6.28,6.28,6.14,6.19,26800
2959,20130710,1,6.272,6.31,6.131,6.18,26200
2960,20130709,1,6.05,6.32,6.05,6.22,39400
2961,20130708,1,6.35,6.35,6.05,6.08,51600
2962,20130705,1,6.18,6.336,6.1701,6.32,27500
2963,20130703,1,6.143,6.23,6.09,6.14,10500
2964,20130702,1,6.1,6.28,6.06,6.24,23400
2965,20130701,1,6.0,6.1,5.94,6.06,51700
2966,20130628,1,6.02,6.02,5.95,6.01,36800
2967,20130627,1,5.89,6.03,5.89,6.0,20700
2968,20130626,1,5.97,6.0499,5.87,5.9,26000
2969,20130625,1,5.88,5.98,5.851,5.97,53700
2970,20130624,1,6.06,6.06,5.81,5.82,96000
2971,20130621,1,6.08,6.09,6.0,6.09,44100
2972,20130620,1,6.07,6.25,6.0601,6.11,34500
2973,20130619,1,6.1,6.3,6.02,6.23,82600
2974,20130618,1,6.14,6.1799,5.96,6.07,96700
2975,20130617,1,6.37,6.37,6.1,6.18,170300
2976,20130614,1,6.4,6.45,6.3001,6.37,86700
2977,20130613,1,6.77,6.78,6.33,6.46,421700
2978,20130612,1,7.15,7.15,6.921,7.06,31200
2979,20130611,1,6.9992,7.15,6.9992,7.13,46800
2980,20130610,1,6.96,7.1,6.931,7.09,68300
2981,20130607,1,6.92,6.99,6.81,6.93,56600
2982,20130606,1,6.93,6.9765,6.88,6.93,40200
2983,20130605,1,6.91,6.9976,6.85,6.88,31300
2984,20130604,1,6.91,7.01,6.89,6.91,34400
2985,20130603,1,7.03,7.03,6.84,6.94,61000
2986,20130531,1,7.16,7.18,7.0,7.0,76900
2987,20130530,1,7.05,7.1999,7.0301,7.12,49500
2988,20130529,1,7.1,7.1281,7.01,7.04,27100
2989,20130528,1,7.13,7.14,7.0,7.08,74300
2990,20130524,1,7.16,7.25,7.06,7.1,61300
2991,20130523,1,7.07,7.19,6.97,7.15,71800
2992,20130522,1,7.46,7.53,7.0999,7.18,167500
2993,20130521,1,7.21,7.5,7.02,7.4,173500
2994,20130520,1,6.93,7.25,6.85,7.21,171600
2995,20130517,1,6.96,6.999,6.8101,6.94,71800
2996,20130516,1,6.91,7.0499,6.8,6.87,74500
2997,20130515,1,7.02,7.09,6.8801,6.96,82600
2998,20130514,1,6.93,7.08,6.9101,6.99,86300
2999,20130513,1,6.92,7.0599,6.85,6.88,74300
3000,20130510,1,6.98,7.04,6.9,6.99,77000
3001,20130509,1,7.01,7.16,6.921,7.02,273700
3002,20130508,1,6.8,6.92,6.75,6.84,76800
3003,20130507,1,6.96,6.97,6.751,6.78,49400
3004,20130506,1,6.9,7.07,6.75,6.93,85700
3005,20130503,1,6.88,6.95,6.81,6.88,77100
3006,20130502,1,6.68,6.8,6.62,6.79,38900
3007,20130501,1,6.73,6.8074,6.6,6.7,22600
3008,20130430,1,6.76,6.85,6.73,6.78,52400
3009,20130429,1,6.7,6.79,6.571,6.73,29300
3010,20130426,1,6.62,6.72,6.6,6.65,45000
3011,20130425,1,6.56,6.679,6.5,6.59,68900
3012,20130424,1,6.54,6.59,6.42,6.54,61300
3013,20130423,1,6.57,6.593,6.45,6.49,47100
3014,20130422,1,6.45,6.59,6.45,6.52,22700
3015,20130419,1,6.58,6.6699,6.45,6.46,36900
3016,20130418,1,6.39,6.45,6.33,6.41,24500
3017,20130417,1,6.58,6.58,6.37,6.39,75400
3018,20130416,1,6.66,6.73,6.58,6.58,45000
3019,20130415,1,6.67,6.77,6.63,6.65,90800
3020,20130412,1,6.52,6.7,6.5101,6.65,81300
3021,20130411,1,6.57,6.5899,6.41,6.49,65200
3022,20130410,1,6.54,6.59,6.431,6.54,62200
3023,20130409,1,6.65,6.65,6.5,6.52,43000
3024,20130408,1,6.5,6.62,6.5,6.59,19600
3025,20130405,1,6.62,6.71,6.5,6.53,48800
3026,20130404,1,6.52,6.7,6.4,6.65,63500
3027,20130403,1,6.65,6.7,6.49,6.58,119500
3028,20130402,1,6.9,6.9,6.68,6.6805,52400
3029,20130401,1,6.75,6.9,6.7,6.88,48800
3030,20130328,1,6.65,6.8,6.65,6.79,47600
3031,20130327,1,6.66,6.7599,6.59,6.67,39000
3032,20130326,1,6.77,6.7921,6.65,6.69,53200
3033,20130325,1,6.89,6.9005,6.75,6.76,58400
3034,20130322,1,6.7,6.9,6.6501,6.8,120900
3035,20130321,1,6.72,6.8399,6.6,6.6608,106900
3036,20130320,1,7.0899,7.0899,6.67,6.7,285400
3037,20130319,1,7.07,7.1799,6.95,6.97,214900
3038,20130318,1,7.18,7.18,6.95,7.03,550500
3039,20130315,1,7.3,7.78,7.3,7.72,438900
3040,20130314,1,7.29,7.39,7.29,7.295,78100
3041,20130313,1,7.31,7.35,7.28,7.3,36800
3042,20130312,1,7.31,7.3599,7.3,7.33,30100
3043,20130311,1,7.31,7.38,7.2601,7.35,38200
3044,20130308,1,7.36,7.38,7.21,7.28,62300
3045,20130307,1,7.33,7.4,7.261,7.34,68400
3046,20130306,1,7.22,7.3,7.19,7.29,59500
3047,20130305,1,7.22,7.3199,7.16,7.18,82600
3048,20130304,1,7.32,7.33,7.2,7.23,50300
3049,20130301,1,7.3,7.39,7.16,7.27,60200
3050,20130228,1,7.35,7.4,7.3,7.32,59200
3051,20130227,1,7.33,7.38,7.24,7.35,80200
3052,20130226,1,7.4,7.44,7.23,7.36,96000
3053,20130225,1,7.5,7.5,7.37,7.37,78700
3054,20130222,1,7.5,7.5,7.31,7.46,77100
3055,20130221,1,7.43,7.44,7.25,7.31,118800
3056,20130220,1,7.3,7.65,7.28,7.49,482000
3057,20130219,1,7.37,7.37,7.24,7.33,125800
3058,20130215,1,7.24,7.26,7.2,7.26,78000
3059,20130214,1,7.22,7.25,7.15,7.19,74000
3060,20130213,1,7.25,7.28,7.19,7.22,58300
3061,20130212,1,7.1,7.22,7.1,7.19,75200
3062,20130211,1,7.24,7.26,7.07,7.09,62200
3063,20130208,1,7.3,7.3,7.16,7.19,81600
3064,20130207,1,7.5,7.5,7.1,7.26,156900
3065,20130206,1,7.34,7.5,7.31,7.48,210900
3066,20130205,1,7.06,7.38,7.05,7.3,255300
3067,20130204,1,7.03,7.1699,7.0,7.03,116200
