cotacao_id,tempo_id,empresa_id,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,volume
1,20250411,1,3.15,3.3299,3.0301,3.2,62713
2,20250410,1,3.28,3.37,2.97,3.15,149287
3,20250409,1,2.85,3.45,2.75,3.32,229641
4,20250408,1,3.16,3.2262,2.8,2.84,205195
5,20250407,1,3.06,3.3288,2.92,3.17,152335
6,20250404,1,3.33,3.535,3.04,3.22,217737
7,20250403,1,3.74,3.89,3.56,3.63,149910
8,20250402,1,3.89,4.05,3.65,3.87,127607
9,20250401,1,3.6,3.97,3.6,3.94,270203
10,20250331,1,3.16,3.64,3.1,3.55,259885
11,20250328,1,3.47,3.56,3.1501,3.24,199267
12,20250327,1,3.53,3.6045,3.37,3.48,149627
13,20250326,1,3.86,3.91,3.51,3.56,360894
14,20250325,1,4.02,4.1699,3.8,3.86,162156
15,20250324,1,4.1,4.2272,3.91,4.01,287503
16,20250321,1,4.88,5.14,3.77,4.02,920773
17,20250320,1,4.4,4.66,4.23,4.34,141608
18,20250319,1,5.0,5.03,4.26,4.54,390796
19,20250318,1,4.81,5.29,4.7,5.0,266863
20,20250317,1,5.38,5.4899,4.51,4.84,653689
21,20250314,1,6.42,6.69,5.5,5.53,457971
22,20250313,1,6.31,6.71,6.08,6.42,202489
23,20250312,1,7.32,7.4,6.29,6.49,305067
24,20250311,1,6.64,8.0,6.59,7.13,451445
25,20250310,1,9.29,9.53,6.32,6.53,990590
26,20250307,1,8.18,9.93,7.6301,9.57,973474
27,20250306,1,7.27,8.44,7.2,8.1,504549
28,20250305,1,6.45,7.6,6.36,7.39,478489
29,20250304,1,6.0,6.75,5.64,6.61,323563
30,20250303,1,6.02,6.27,5.77,6.0,169075
31,20250228,1,5.79,5.96,5.6,5.89,111941
32,20250227,1,6.31,6.3689,5.77,5.82,134354
33,20250226,1,6.12,6.395,5.8557,6.28,124464
34,20250225,1,5.6,6.13,5.4,6.05,208989
35,20250224,1,5.9,6.125,5.63,5.66,156292
36,20250221,1,6.28,6.3799,5.7,5.82,144646
37,20250220,1,6.52,6.52,5.61,6.18,303939
38,20250219,1,6.12,6.53,5.95,6.42,459217
39,20250218,1,5.77,6.15,5.4401,5.95,349803
40,20250214,1,5.74,5.8003,5.22,5.64,217021
41,20250213,1,5.27,5.89,5.27,5.64,274822
42,20250212,1,4.95,5.44,4.85,5.35,134527
43,20250211,1,5.02,5.1578,4.9393,5.0,85479
44,20250210,1,5.18,5.37,5.05,5.19,146904
45,20250207,1,5.05,5.347,4.9701,5.22,236148
46,20250206,1,5.45,5.495,4.75,4.94,290038
47,20250205,1,5.06,5.58,4.8,5.42,364064
48,20250204,1,4.45,5.15,4.29,5.0,409063
49,20250203,1,3.87,5.27,3.87,4.43,1569131
50,20250131,1,4.04,4.15,3.9,3.95,91997
51,20250130,1,3.74,4.0757,3.74,4.0,478649
52,20250129,1,3.585,3.66,3.535,3.6,29980
53,20250128,1,3.66,3.7499,3.5001,3.57,55231
54,20250127,1,3.7,3.75,3.42,3.63,73504
55,20250124,1,3.79,3.85,3.67,3.7,73351
56,20250123,1,3.74,3.89,3.74,3.8,56844
57,20250122,1,3.83,3.86,3.74,3.74,44347
58,20250121,1,3.66,3.8499,3.66,3.8,46717
59,20250117,1,3.77,4.05,3.64,3.66,266229
60,20250116,1,3.82,3.82,3.6401,3.76,32947
61,20250115,1,3.69,3.79,3.6301,3.77,39737
62,20250114,1,3.62,3.7,3.513,3.63,29761
63,20250113,1,3.6,3.75,3.51,3.56,91512
64,20250110,1,3.71,3.74,3.535,3.74,56996
65,20250108,1,3.88,3.88,3.62,3.72,67825
66,20250107,1,3.98,4.06,3.8127,3.85,73087
67,20250106,1,4.1,4.15,3.9,3.94,90797
68,20250103,1,3.64,4.08,3.6399,4.06,197423
69,20250102,1,3.48,3.64,3.45,3.62,95148
70,20241231,1,3.53,3.66,3.322,3.42,109773
71,20241230,1,3.84,3.84,3.53,3.56,95273
72,20241227,1,3.88,3.89,3.7331,3.84,56194
73,20241226,1,3.95,4.0139,3.7765,3.89,68238
74,20241224,1,3.71,4.0,3.7,3.95,89919
75,20241223,1,3.67,3.768,3.594,3.67,47888
76,20241220,1,3.49,3.7836,3.4,3.68,75752
77,20241219,1,3.85,3.856,3.5003,3.565,69832
78,20241218,1,4.1,4.18,3.68,3.71,155310
79,20241217,1,4.25,4.25,4.0033,4.1,70830
80,20241216,1,4.34,4.39,3.915,4.27,223566
81,20241213,1,4.48,4.66,4.15,4.29,166655
82,20241212,1,4.11,4.49,4.11,4.49,414203
83,20241211,1,3.85,4.22,3.85,4.11,116393
84,20241210,1,3.95,4.1,3.8,3.85,82293
85,20241209,1,4.09,4.1599,3.8,3.91,116787
86,20241206,1,4.09,4.2119,3.89,3.91,76419
87,20241205,1,3.99,4.1,3.9,4.06,65131
88,20241204,1,4.25,4.28,3.8225,3.99,101786
89,20241203,1,4.07,4.21,3.5,4.16,316697
90,20241202,1,4.23,4.59,3.95,4.02,442800
91,20241129,1,3.66,4.36,3.66,4.07,343437
92,20241127,1,3.42,3.62,3.41,3.53,64416
93,20241126,1,3.5,3.69,3.41,3.41,107831
94,20241125,1,3.5,3.72,3.42,3.48,114544
95,20241122,1,3.67,3.836,3.48,3.49,150302
96,20241121,1,3.42,3.77,3.42,3.625,225684
97,20241120,1,3.23,3.48,3.23,3.39,47184
98,20241119,1,3.37,3.5432,3.22,3.26,153759
99,20241118,1,3.14,3.39,3.13,3.33,110002
100,20241115,1,3.14,3.25,3.055,3.23,70733
101,20241114,1,3.0285,3.1074,2.99,3.07,59627
102,20241113,1,3.23,3.23,2.97,2.985,66833
103,20241112,1,3.24,3.2726,3.09,3.17,81883
104,20241111,1,3.31,3.59,3.17,3.17,165724
105,20241108,1,3.12,3.38,3.09,3.3,134739
106,20241107,1,3.03,3.1,2.8001,3.07,90062
107,20241106,1,3.2,3.22,3.0,3.0,83822
108,20241105,1,2.91,3.2105,2.91,2.97,78748
109,20241104,1,2.94,3.08,2.78,2.93,43333
110,20241101,1,3.04,3.04,2.9,2.99,37595
111,20241031,1,3.08,3.122,2.9634,3.03,40515
112,20241030,1,3.03,3.2163,3.03,3.09,30959
113,20241029,1,3.15,3.2,3.01,3.07,36092
114,20241028,1,3.21,3.29,3.1,3.15,39603
115,20241025,1,3.24,3.3,3.03,3.19,62153
116,20241024,1,3.18,3.2699,3.01,3.23,34067
117,20241023,1,3.43,3.4445,3.07,3.19,121493
118,20241022,1,3.43,3.6099,3.3004,3.46,119082
119,20241021,1,3.45,3.52,3.2727,3.45,51677
120,20241018,1,3.59,3.66,3.3,3.49,65265
121,20241017,1,3.4,3.59,3.3208,3.52,65256
122,20241016,1,3.14,3.43,3.14,3.36,47379
123,20241015,1,3.49,3.7738,3.07,3.07,207968
124,20241014,1,3.2,3.6497,3.16,3.46,163979
125,20241011,1,2.88,3.1743,2.88,3.14,66134
126,20241010,1,2.95,2.95,2.8783,2.88,13003
127,20241009,1,2.73,3.09,2.73,2.98,62603
128,20241008,1,2.88,2.9,2.69,2.75,51024
129,20241007,1,3.04,3.045,2.82,2.9,67499
130,20241004,1,2.93,3.1199,2.93,3.01,45080
131,20241003,1,3.03,3.04,2.9331,2.97,43491
132,20241002,1,3.07,3.2783,3.0,3.03,51398
133,20241001,1,3.29,3.3,3.01,3.07,56218
134,20240930,1,3.24,3.3001,3.13,3.23,66711
135,20240927,1,3.49,3.49,3.2,3.26,94323
136,20240926,1,3.5,3.7442,3.3919,3.49,135150
137,20240925,1,3.35,3.48,3.35,3.47,62300
138,20240924,1,3.39,3.59,3.24,3.35,105851
139,20240923,1,3.32,3.42,3.19,3.38,142987
140,20240920,1,3.4,3.4399,3.0,3.16,145483
141,20240919,1,3.46,3.4852,3.2511,3.39,120911
142,20240918,1,3.05,3.877,3.05,3.26,553414
143,20240917,1,3.07,3.37,2.85,3.18,415070
144,20240916,1,2.5,3.1,2.35,2.95,1356800
145,20240913,1,2.29,2.29,2.135,2.17,32196
146,20240912,1,2.12,2.18,2.115,2.1698,36304
147,20240911,1,2.01,2.105,2.01,2.09,10088
148,20240910,1,2.03,2.07,1.98,2.04,13568
149,20240909,1,2.14,2.14,2.01,2.07,12729
150,20240906,1,1.95,2.06,1.9,2.04,30306
151,20240905,1,2.01,2.01,1.86,1.88,75106
152,20240904,1,2.09,2.13,2.0,2.04,43531
153,20240903,1,2.25,2.25,2.0,2.09,59871
154,20240830,1,2.36,2.4,2.25,2.29,40728
155,20240829,1,2.5,2.5,2.32,2.36,43513
156,20240828,1,2.38,2.52,2.3106,2.44,35551
157,20240827,1,2.46,2.49,2.38,2.41,30042
158,20240826,1,2.45,2.45,2.42,2.45,11308
159,20240823,1,2.3999,2.44,2.3101,2.4004,22949
160,20240822,1,2.27,2.29,2.25,2.29,12295
161,20240821,1,2.32,2.33,2.2501,2.27,29807
162,20240820,1,2.36,2.36,2.26,2.29,21891
163,20240819,1,2.2,2.3999,2.19,2.31,62947
164,20240816,1,2.08,2.19,2.08,2.19,15266
165,20240815,1,2.0,2.1374,2.0,2.1248,10317
166,20240814,1,2.11,2.171,1.9,2.05,40019
167,20240813,1,2.22,2.22,2.0911,2.15,27482
168,20240812,1,2.15,2.24,2.04,2.04,31999
169,20240809,1,2.07,2.1966,2.07,2.12,16855
170,20240808,1,1.9856,2.1617,1.98,2.065,35570
171,20240807,1,1.88,2.07,1.88,1.93,52936
172,20240806,1,1.92,1.92,1.62,1.85,141462
173,20240805,1,2.01,2.05,1.5,1.86,113098
174,20240802,1,2.41,2.41,2.12,2.18,60428
175,20240801,1,2.35,2.45,2.2973,2.37,52696
176,20240731,1,2.42,2.45,2.252,2.355,45859
177,20240730,1,2.59,2.6525,2.3063,2.46,35497
178,20240729,1,2.46,2.68,2.385,2.57,77257
179,20240726,1,2.39,2.48,2.32,2.46,32264
180,20240725,1,2.46,2.54,2.2587,2.33,109227
181,20240724,1,2.62,2.7999,2.41,2.43,106724
182,20240723,1,2.97,3.25,2.6901,2.79,200761
183,20240722,1,2.75,3.0,2.73,2.99,175391
184,20240719,1,2.47,2.91,2.47,2.73,255620
185,20240718,1,2.2,2.5,2.1602,2.49,114172
186,20240717,1,2.11,2.22,2.11,2.214,23045
187,20240716,1,2.24,2.24,2.0801,2.14,25833
188,20240715,1,2.13,2.35,2.0,2.14,130507
189,20240712,1,2.18,2.3,2.08,2.2,44162
190,20240711,1,2.01,2.24,1.9702,2.07,47323
191,20240710,1,1.98,2.09,1.8301,2.0,36174
192,20240709,1,2.24,2.24,1.9205,2.02,64746
193,20240708,1,2.1,2.3119,2.0601,2.18,42982
194,20240705,1,2.13,2.1582,2.03,2.13,36782
195,20240703,1,2.26,2.4,2.09,2.12,53583
196,20240702,1,2.12,2.319,2.1156,2.22,86847
197,20240701,1,2.35,2.35,2.02,2.17,136623
198,20240628,1,2.25,2.46,2.18,2.34,229370
199,20240627,1,1.91,2.25,1.91,2.25,131214
200,20240626,1,1.97,1.97,1.82,1.95,50144
201,20240625,1,1.96,2.11,1.68,1.97,217323
202,20240624,1,1.74,1.99,1.7,1.96,120979
203,20240621,1,1.64,1.77,1.5115,1.77,107465
204,20240620,1,1.44,1.65,1.4372,1.645,97753
205,20240618,1,1.39,1.4399,1.375,1.43,36363
206,20240617,1,1.31,1.4297,1.31,1.42,48920
207,20240614,1,1.33,1.37,1.3,1.34,38076
208,20240613,1,1.42,1.42,1.33,1.36,14268
209,20240612,1,1.31,1.3799,1.31,1.35,21680
210,20240611,1,1.29,1.34,1.2898,1.32,17130
211,20240610,1,1.31,1.31,1.23,1.27,49571
212,20240607,1,1.4,1.4,1.29,1.31,12781
213,20240606,1,1.4,1.43,1.3,1.33,46210
214,20240605,1,1.34,1.39,1.3201,1.34,17390
215,20240604,1,1.4,1.42,1.3,1.34,38832
216,20240603,1,1.34,1.44,1.32,1.34,92701
217,20240531,1,1.37,1.3704,1.295,1.34,18558
218,20240530,1,1.3699,1.37,1.28,1.35,52539
219,20240529,1,1.31,1.4,1.31,1.3799,13388
220,20240528,1,1.34,1.41,1.31,1.3201,40849
221,20240524,1,1.29,1.37,1.2863,1.36,9299
222,20240523,1,1.34,1.35,1.28,1.29,16942
223,20240522,1,1.33,1.385,1.32,1.32,26716
224,20240521,1,1.4,1.41,1.3401,1.35,24128
225,20240520,1,1.42,1.46,1.39,1.43,66510
226,20240517,1,1.4601,1.48,1.4101,1.45,34347
227,20240516,1,1.43,1.517,1.4,1.4663,30743
228,20240515,1,1.43,1.46,1.4,1.42,33092
229,20240514,1,1.47,1.5,1.4,1.42,57236
230,20240513,1,1.52,1.52,1.47,1.476,26266
231,20240510,1,1.54,1.54,1.45,1.51,38917
232,20240509,1,1.56,1.56,1.505,1.52,11235
233,20240508,1,1.5,1.59,1.35,1.51,68539
234,20240507,1,1.4,1.6035,1.3499,1.51,158518
235,20240506,1,1.42,1.44,1.3533,1.41,85577
236,20240503,1,1.52,1.52,1.39,1.42,34251
237,20240502,1,1.57,1.57,1.39,1.46,75342
238,20240501,1,1.65,1.65,1.52,1.54,43831
239,20240430,1,1.6,1.66,1.59,1.63,41520
240,20240429,1,1.66,1.7,1.59,1.65,39040
241,20240426,1,1.72,1.72,1.6,1.66,52523
242,20240425,1,1.6618,1.67,1.6,1.67,23044
243,20240424,1,1.71,1.8,1.68,1.7,47624
244,20240423,1,1.65,1.7013,1.55,1.69,131033
245,20240422,1,1.71,1.71,1.6101,1.67,63221
246,20240419,1,1.84,1.84,1.665,1.71,72566
247,20240418,1,1.73,1.85,1.715,1.81,138080
248,20240417,1,1.65,1.76,1.63,1.69,57247
249,20240416,1,1.82,1.8499,1.61,1.61,130795
250,20240415,1,1.55,1.79,1.54,1.79,239317
251,20240412,1,1.4,1.57,1.4,1.55,85560
252,20240411,1,1.39,1.44,1.38,1.39,17337
253,20240410,1,1.4908,1.4908,1.32,1.39,37982
254,20240409,1,1.47,1.5367,1.4529,1.49,18929
255,20240408,1,1.5,1.53,1.45,1.485,60579
256,20240405,1,1.48,1.51,1.47,1.5,16802
257,20240404,1,1.57,1.57,1.47,1.48,38938
258,20240403,1,1.52,1.54,1.36,1.49,73399
259,20240402,1,1.64,1.6411,1.42,1.55,58532
260,20240401,1,1.68,1.7,1.53,1.59,79626
261,20240328,1,1.54,1.68,1.52,1.58,82621
262,20240327,1,1.49,1.54,1.48,1.54,130288
263,20240326,1,1.47,1.49,1.47,1.475,21449
264,20240325,1,1.44,1.48,1.4307,1.48,29265
265,20240322,1,1.4,1.43,1.38,1.42,27272
266,20240321,1,1.37,1.38,1.33,1.37,36548
267,20240320,1,1.35,1.35,1.31,1.33,16724
268,20240319,1,1.28,1.36,1.2764,1.31,31307
269,20240318,1,1.29,1.3,1.26,1.26,9082
270,20240315,1,1.24,1.27,1.22,1.27,8526
271,20240314,1,1.27,1.35,1.15,1.21,44242
272,20240313,1,1.41,1.41,1.3,1.32,37632
273,20240312,1,1.34,1.442,1.3,1.4,75928
274,20240311,1,1.33,1.33,1.3,1.32,16788
275,20240308,1,1.34,1.36,1.32,1.32,15961
276,20240307,1,1.34,1.38,1.31,1.34,32792
277,20240306,1,1.3,1.34,1.3,1.34,26831
278,20240305,1,1.35,1.37,1.28,1.34,12809
279,20240304,1,1.38,1.38,1.2995,1.35,17848
280,20240301,1,1.3,1.37,1.3,1.3301,27723
281,20240229,1,1.41,1.41,1.295,1.32,8637
282,20240228,1,1.32,1.34,1.28,1.32,18802
283,20240227,1,1.31,1.35,1.3,1.32,13745
284,20240226,1,1.38,1.38,1.28,1.31,23607
285,20240223,1,1.32,1.32,1.28,1.3,20540
286,20240222,1,1.25,1.3402,1.25,1.29,22691
287,20240221,1,1.34,1.36,1.25,1.3,34705
288,20240220,1,1.23,1.33,1.21,1.3,57950
289,20240216,1,1.2,1.25,1.16,1.22,28752
290,20240215,1,1.17,1.25,1.17,1.23,33584
291,20240214,1,1.18,1.18,1.13,1.18,36767
292,20240213,1,1.12,1.17,1.12,1.1699,28751
293,20240212,1,1.06,1.14,1.06,1.11,30863
294,20240209,1,1.07,1.12,1.04,1.0799,19097
295,20240208,1,1.1,1.12,1.04,1.06,9925
296,20240207,1,1.07,1.07,1.025,1.05,13998
297,20240206,1,1.05,1.15,1.05,1.07,6387
298,20240205,1,1.06,1.12,1.04,1.07,22131
299,20240202,1,1.1,1.1005,1.0355,1.08,13912
300,20240201,1,1.09,1.1148,1.0316,1.1,15136
301,20240131,1,1.09,1.12,1.04,1.05,27275
302,20240130,1,1.22,1.22,1.12,1.14,38123
303,20240129,1,1.15,1.19,1.1401,1.18,36810
304,20240126,1,1.13,1.1473,1.1246,1.14,11141
305,20240125,1,1.07,1.1399,1.07,1.12,24141
306,20240124,1,1.07,1.08,1.015,1.07,31085
307,20240123,1,1.06,1.08,1.02,1.03,14248
308,20240122,1,1.12,1.1554,1.0501,1.06,14435
309,20240119,1,1.09,1.15,1.0601,1.11,90682
310,20240118,1,1.03,1.09,1.03,1.08,17172
311,20240117,1,1.02,1.04,1.0,1.02,28422
312,20240116,1,1.03,1.04,1.01,1.02,18437
313,20240112,1,1.02,1.06,1.02,1.03,21472
314,20240111,1,1.0,1.0398,1.0,1.01,40535
315,20240110,1,1.05,1.0695,1.0,1.03,30353
316,20240109,1,1.08,1.1305,1.02,1.09,34112
317,20240108,1,1.0,1.14,1.0,1.06,63759
318,20240105,1,0.95,1.03,0.95,0.97,126593
319,20240104,1,0.9056,0.908,0.873,0.89,7038
320,20240103,1,0.9,0.9,0.8503,0.895,14664
321,20240102,1,0.9427,0.9427,0.899,0.899,8132
322,20231229,1,0.92,0.94,0.8849,0.91,21219
323,20231228,1,0.97,0.97,0.9023,0.9282,21109
324,20231227,1,0.8999,0.9414,0.872,0.9251,50961
325,20231226,1,0.8543,0.9134,0.8051,0.9,56667
326,20231222,1,0.92,0.95,0.88,0.9199,13866
327,20231221,1,0.9371,0.9371,0.8802,0.93,16808
328,20231220,1,0.85,0.9393,0.85,0.9171,17808
329,20231219,1,0.82,0.88,0.81,0.8794,56730
330,20231218,1,0.825,0.84,0.8051,0.8399,43727
331,20231215,1,0.8299,0.84,0.8051,0.806,10300
332,20231214,1,0.84,0.84,0.8051,0.8399,18362
333,20231213,1,0.8,0.83,0.7802,0.82,19672
334,20231212,1,0.8083,0.85,0.8083,0.82,17071
335,20231211,1,0.781,0.8399,0.781,0.801,9343
336,20231208,1,0.815,0.84,0.8001,0.8224,10421
337,20231207,1,0.8153,0.8397,0.805,0.815,7707
338,20231206,1,0.78,0.8098,0.78,0.8,31135
339,20231205,1,0.83,0.8475,0.7763,0.7898,22519
340,20231204,1,0.84,0.85,0.79,0.8349,28611
341,20231201,1,0.8414,0.8414,0.7999,0.84,26953
342,20231130,1,0.78,0.8339,0.78,0.82,13793
343,20231129,1,0.81,0.82,0.7801,0.8101,12068
344,20231128,1,0.81,0.84,0.7801,0.81,11667
345,20231127,1,0.84,0.84,0.8039,0.81,12993
346,20231124,1,0.87,0.87,0.81,0.849,17041
347,20231122,1,0.83,0.8497,0.797,0.8238,17103
348,20231121,1,0.7936,0.83,0.7936,0.815,18025
349,20231120,1,0.7605,0.8495,0.7605,0.8295,43692
350,20231117,1,0.8299,0.847,0.777,0.7901,14940
351,20231116,1,0.8271,0.8474,0.782,0.8473,5062
352,20231115,1,0.8725,0.8725,0.811,0.8424,146328
353,20231114,1,0.7606,0.85,0.7606,0.8433,23470
354,20231113,1,0.852,0.852,0.685,0.8261,52119
355,20231110,1,0.88,0.8899,0.8,0.8365,21299
356,20231109,1,0.83,0.91,0.8294,0.88,51843
357,20231108,1,0.78,0.9,0.78,0.8254,43432
358,20231107,1,0.847,0.8672,0.781,0.791,41902
359,20231106,1,0.77,0.9,0.77,0.8344,120997
360,20231103,1,0.701,0.78,0.7,0.721,44405
361,20231102,1,0.6949,0.7499,0.68,0.715,46578
362,20231101,1,0.71,0.77,0.6751,0.698,16365
363,20231031,1,0.6852,0.7079,0.67,0.699,76483
364,20231030,1,0.7245,0.7898,0.6852,0.6908,24662
365,20231027,1,0.76,0.76,0.69,0.6999,13907
366,20231026,1,0.728,0.728,0.69,0.6968,10878
367,20231025,1,0.7213,0.733,0.69,0.7,30047
368,20231024,1,0.7108,0.73,0.6997,0.7,25248
369,20231023,1,0.74,0.79,0.7185,0.7359,33572
370,20231020,1,0.7682,0.7998,0.71,0.72,32037
371,20231019,1,0.789,0.8,0.738,0.74,33456
372,20231018,1,0.7996,0.7996,0.715,0.783,31253
373,20231017,1,0.7,0.7999,0.7,0.76,46848
374,20231016,1,0.71,0.75,0.6852,0.7,51058
375,20231013,1,0.6852,0.75,0.6852,0.7175,41818
376,20231012,1,0.7451,0.755,0.7199,0.72,21071
377,20231011,1,0.754,0.79,0.7151,0.7195,47171
378,20231010,1,0.799,0.82,0.6825,0.6825,32410
379,20231009,1,0.801,0.84,0.78,0.8,10623
380,20231006,1,0.8345,0.8499,0.8033,0.825,10159
381,20231005,1,0.8234,0.85,0.8002,0.8103,17289
382,20231004,1,0.81,0.909,0.81,0.8399,24230
383,20231003,1,0.8904,0.8904,0.8,0.8124,12288
384,20231002,1,0.8451,0.9364,0.8323,0.848,10685
385,20230929,1,0.8666,0.9576,0.851,0.8701,13436
386,20230928,1,0.875,0.93,0.852,0.8809,16357
387,20230927,1,0.8501,0.89,0.8501,0.867,12576
388,20230926,1,0.8901,0.91,0.8499,0.889,24542
389,20230925,1,0.86,0.95,0.86,0.89,5326
390,20230922,1,0.9885,0.9885,0.8162,0.865,116514
391,20230921,1,0.88,0.95,0.878,0.884,39183
392,20230920,1,0.9448,0.9448,0.8601,0.89,31976
393,20230919,1,0.8826,0.9949,0.8511,0.8999,39758
394,20230918,1,1.01,1.07,0.8,0.9099,221247
395,20230915,1,1.2,1.2,1.065,1.07,72561
396,20230914,1,1.25,1.3,1.2,1.25,24995
397,20230913,1,1.22,1.2389,1.21,1.21,18983
398,20230912,1,1.26,1.29,1.24,1.24,13212
399,20230911,1,1.24,1.255,1.24,1.2401,9350
400,20230908,1,1.215,1.23,1.21,1.2289,11643
401,20230907,1,1.19,1.1901,1.13,1.16,53124
402,20230906,1,1.25,1.27,1.13,1.17,21938
403,20230905,1,1.26,1.27,1.24,1.2401,6122
404,20230901,1,1.34,1.35,1.2601,1.3,9394
405,20230831,1,1.27,1.39,1.23,1.29,6686
406,20230830,1,1.21,1.28,1.2,1.24,12598
407,20230829,1,1.2,1.23,1.19,1.2,19780
408,20230828,1,1.24,1.24,1.2002,1.23,13208
409,20230825,1,1.241,1.241,1.21,1.22,8634
410,20230824,1,1.26,1.3399,1.215,1.23,12189
411,20230823,1,1.27,1.2816,1.26,1.2616,3028
412,20230822,1,1.31,1.31,1.27,1.27,4401
413,20230821,1,1.29,1.33,1.28,1.3,7370
414,20230818,1,1.32,1.3299,1.2801,1.29,9791
415,20230817,1,1.37,1.39,1.31,1.31,10855
416,20230816,1,1.4,1.4,1.352,1.37,7093
417,20230815,1,1.39,1.4,1.39,1.3905,3905
418,20230814,1,1.41,1.4199,1.38,1.38,2320
419,20230811,1,1.41,1.41,1.4,1.4007,4693
420,20230810,1,1.4,1.48,1.36,1.42,27891
421,20230809,1,1.4,1.42,1.3835,1.4,5061
422,20230808,1,1.43,1.43,1.4108,1.43,5372
423,20230807,1,1.45,1.45,1.4016,1.41,5055
424,20230804,1,1.42,1.44,1.4193,1.4218,5735
425,20230803,1,1.48,1.5,1.41,1.41,20127
426,20230802,1,1.48,1.48,1.43,1.46,2971
427,20230801,1,1.47,1.49,1.455,1.475,5010
428,20230731,1,1.41,1.48,1.41,1.46,15581
429,20230728,1,1.44,1.49,1.44,1.45,7301
430,20230727,1,1.48,1.48,1.41,1.4614,2896
431,20230726,1,1.44,1.46,1.42,1.4577,15611
432,20230725,1,1.4173,1.4853,1.4173,1.4501,11833
433,20230724,1,1.44,1.49,1.42,1.42,17421
434,20230721,1,1.46,1.5,1.44,1.44,14452
435,20230720,1,1.46,1.49,1.45,1.4899,4487
436,20230719,1,1.4551,1.5,1.45,1.4899,5140
437,20230718,1,1.49,1.5,1.45,1.465,6033
438,20230717,1,1.45,1.4899,1.45,1.4899,4138
439,20230714,1,1.499,1.5,1.45,1.47,12616
440,20230713,1,1.4822,1.5,1.45,1.465,8035
441,20230712,1,1.45,1.49,1.42,1.42,4223
442,20230711,1,1.5,1.5099,1.45,1.45,3732
443,20230710,1,1.46,1.46,1.39,1.45,23152
444,20230707,1,1.4,1.45,1.4,1.44,8831
445,20230706,1,1.39,1.39,1.37,1.37,5604
446,20230705,1,1.41,1.41,1.3878,1.4,16076
447,20230703,1,1.38,1.42,1.38,1.4199,10355
448,20230630,1,1.44,1.44,1.38,1.39,10738
449,20230629,1,1.45,1.4505,1.36,1.4,33290
450,20230628,1,1.465,1.48,1.45,1.45,4936
451,20230627,1,1.47,1.49,1.45,1.46,13554
452,20230626,1,1.49,1.51,1.4701,1.49,15884
453,20230623,1,1.55,1.5598,1.45,1.47,29047
454,20230622,1,1.6,1.6,1.55,1.56,5983
455,20230621,1,1.57,1.62,1.5501,1.6,32427
456,20230620,1,1.65,1.66,1.56,1.63,22654
457,20230616,1,1.67,1.7,1.5834,1.66,14080
458,20230615,1,1.65,1.67,1.6051,1.67,8922
459,20230614,1,1.62,1.64,1.58,1.64,21348
460,20230613,1,1.63,1.66,1.6,1.62,6159
461,20230612,1,1.62,1.655,1.57,1.65,14700
462,20230609,1,1.7,1.7099,1.62,1.62,6012
463,20230608,1,1.68,1.68,1.62,1.63,6573
464,20230607,1,1.56,1.73,1.54,1.6634,82360
465,20230606,1,1.51,1.66,1.5,1.52,32782
466,20230605,1,1.61,1.63,1.55,1.55,16633
467,20230602,1,1.5,1.57,1.5,1.57,24574
468,20230601,1,1.5,1.51,1.48,1.51,11425
469,20230531,1,1.61,1.6208,1.47,1.47,14381
470,20230530,1,1.62,1.6899,1.6073,1.61,14973
471,20230526,1,1.62,1.66,1.59,1.66,5249
472,20230525,1,1.64,1.69,1.55,1.61,35409
473,20230524,1,1.65,1.65,1.63,1.63,2222
474,20230523,1,1.73,1.73,1.65,1.65,12372
475,20230522,1,1.71,1.72,1.6039,1.705,11621
476,20230519,1,1.63,1.63,1.59,1.63,7671
477,20230518,1,1.665,1.665,1.6101,1.63,3413
478,20230517,1,1.6389,1.65,1.63,1.65,4415
479,20230516,1,1.67,1.67,1.62,1.62,45756
480,20230515,1,1.665,1.67,1.65,1.66,2948
481,20230512,1,1.66,1.675,1.659,1.67,7226
482,20230511,1,1.67,1.67,1.64,1.655,4600
483,20230510,1,1.66,1.66,1.65,1.6575,13671
484,20230509,1,1.6597,1.66,1.65,1.65,2599
485,20230508,1,1.64,1.72,1.64,1.65,14546
486,20230505,1,1.66,1.66,1.552,1.5999,26494
487,20230504,1,1.55,1.6094,1.55,1.59,10436
488,20230503,1,1.55,1.6,1.541,1.58,8543
489,20230502,1,1.6301,1.6301,1.5513,1.5789,6742
490,20230501,1,1.56,1.632,1.56,1.6,12943
491,20230428,1,1.54,1.65,1.54,1.59,11034
492,20230427,1,1.5941,1.6,1.55,1.5506,14104
493,20230426,1,1.5793,1.615,1.52,1.55,25145
494,20230425,1,1.6501,1.67,1.58,1.58,18510
495,20230424,1,1.66,1.68,1.6,1.63,15052
496,20230421,1,1.7,1.78,1.68,1.68,15340
497,20230420,1,1.77,1.77,1.7,1.7,24993
498,20230419,1,1.94,1.98,1.5,1.72,223731
499,20230418,1,2.03,2.03,1.94,1.95,14876
500,20230417,1,2.05,2.09,1.97,1.97,16679
501,20230414,1,2.06,2.0796,2.05,2.0796,9085
502,20230413,1,2.18,2.18,2.05,2.05,35179
503,20230412,1,2.1,2.23,2.0703,2.13,77420
